timestamp,landmarks,hand_sign_id
2023-07-30 14:55:34.909579,"[0.0, 0.0, -0.1518324607329843, -0.0968586387434555, -0.25654450261780104, -0.2774869109947644, -0.32460732984293195, -0.4083769633507853, -0.4109947643979058, -0.5130890052356021, -0.15706806282722513, -0.5575916230366492, -0.22774869109947643, -0.7356020942408377, -0.3298429319371728, -0.8036649214659686, -0.4293193717277487, -0.8403141361256544, -0.09424083769633508, -0.5785340314136126, -0.14921465968586387, -0.8115183246073299, -0.2513089005235602, -0.9267015706806283, -0.3586387434554974, -1.0, -0.02617801047120419, -0.5575916230366492, -0.031413612565445025, -0.7958115183246073, -0.1256544502617801, -0.900523560209424, -0.2356020942408377, -0.9607329842931938, 0.041884816753926704, -0.49476439790575916, 0.08638743455497382, -0.6780104712041884, 0.041884816753926704, -0.7643979057591623, -0.034031413612565446, -0.8089005235602095]",9
2023-07-30 14:55:38.610137,"[0.0, 0.0, -0.187984496124031, -0.01744186046511628, -0.35852713178294576, -0.09302325581395349, -0.49612403100775193, -0.1511627906976744, -0.6124031007751938, -0.19573643410852712, -0.31589147286821706, -0.41472868217054265, -0.45930232558139533, -0.6007751937984496, -0.5581395348837209, -0.7054263565891473, -0.6453488372093024, -0.7829457364341085, -0.2054263565891473, -0.46705426356589147, -0.3023255813953488, -0.7170542635658915, -0.3682170542635659, -0.874031007751938, -0.42248062015503873, -1.0, -0.07751937984496124, -0.4631782945736434, -0.13372093023255813, -0.7015503875968992, -0.1821705426356589, -0.8585271317829457, -0.22286821705426357, -0.9844961240310077, 0.06201550387596899, -0.4186046511627907, 0.10271317829457365, -0.6007751937984496, 0.12209302325581395, -0.7267441860465116, 0.13565891472868216, -0.8333333333333334]",0
2023-07-30 14:55:38.674942,"[0.0, 0.0, -0.18929254302103252, -0.03824091778202677, -0.372848948374761, -0.14722753346080306, -0.49904397705544934, -0.23518164435946462, -0.5831739961759083, -0.29636711281070743, -0.3078393881453155, -0.4474187380497132, -0.44550669216061184, -0.6290630975143403, -0.5353728489483748, -0.7418738049713193, -0.6080305927342257, -0.8336520076481836, -0.1988527724665392, -0.49521988527724664, -0.2829827915869981, -0.7265774378585086, -0.3384321223709369, -0.8814531548757171, -0.38049713193116635, -1.0, -0.08030592734225621, -0.4933078393881453, -0.12237093690248566, -0.7189292543021033, -0.16061185468451242, -0.8661567877629063, -0.1950286806883365, -0.982791586998088, 0.05162523900573614, -0.44933078393881454, 0.10133843212237094, -0.627151051625239, 0.12237093690248566, -0.7552581261950286, 0.13575525812619502, -0.8680688336520076]",0
2023-07-30 14:55:38.741648,"[0.0, 0.0, -0.19921875, -0.037109375, -0.38671875, -0.169921875, -0.50390625, -0.294921875, -0.6015625, -0.375, -0.29296875, -0.453125, -0.41015625, -0.6328125, -0.484375, -0.748046875, -0.54296875, -0.84765625, -0.171875, -0.498046875, -0.244140625, -0.72265625, -0.2890625, -0.875, -0.3203125, -1.0, -0.041015625, -0.4921875, -0.080078125, -0.70703125, -0.11328125, -0.845703125, -0.142578125, -0.958984375, 0.09375, -0.4453125, 0.130859375, -0.625, 0.154296875, -0.7421875, 0.171875, -0.849609375]",0
2023-07-30 14:55:38.808047,"[0.0, 0.0, -0.1889763779527559, -0.0531496062992126, -0.36220472440944884, -0.21456692913385828, -0.4744094488188976, -0.35039370078740156, -0.5787401574803149, -0.4330708661417323, -0.25, -0.4763779527559055, -0.36220472440944884, -0.655511811023622, -0.4311023622047244, -0.7736220472440944, -0.47834645669291337, -0.8759842519685039, -0.12992125984251968, -0.5137795275590551, -0.19094488188976377, -0.7322834645669292, -0.21850393700787402, -0.8799212598425197, -0.234251968503937, -1.0, -0.005905511811023622, -0.49803149606299213, -0.02952755905511811, -0.7066929133858267, -0.047244094488188976, -0.84251968503937, -0.06299212598425197, -0.9566929133858267, 0.12007874015748031, -0.4448818897637795, 0.1594488188976378, -0.6141732283464567, 0.19291338582677164, -0.7263779527559056, 0.2204724409448819, -0.8287401574803149]",0
2023-07-30 14:55:38.875399,"[0.0, 0.0, -0.1893939393939394, -0.07007575757575757, -0.3371212121212121, -0.25, -0.42803030303030304, -0.3977272727272727, -0.5151515151515151, -0.49242424242424243, -0.20833333333333334, -0.48484848484848486, -0.29545454545454547, -0.6723484848484849, -0.3503787878787879, -0.7935606060606061, -0.39204545454545453, -0.8939393939393939, -0.08522727272727272, -0.5132575757575758, -0.11931818181818182, -0.7329545454545454, -0.13636363636363635, -0.8806818181818182, -0.14772727272727273, -1.0, 0.03787878787878788, -0.49242424242424243, 0.030303030303030304, -0.7064393939393939, 0.02462121212121212, -0.8390151515151515, 0.020833333333333332, -0.9526515151515151, 0.1590909090909091, -0.42992424242424243, 0.22537878787878787, -0.5852272727272727, 0.2765151515151515, -0.6875, 0.32386363636363635, -0.7821969696969697]",0
2023-07-30 14:55:38.941681,"[0.0, 0.0, -0.151183970856102, -0.09107468123861566, -0.2677595628415301, -0.28415300546448086, -0.331511839708561, -0.43897996357012753, -0.4134790528233151, -0.5391621129326047, -0.12932604735883424, -0.5100182149362478, -0.18397085610200364, -0.7030965391621129, -0.2204007285974499, -0.819672131147541, -0.24772313296903462, -0.9216757741347905, -0.01092896174863388, -0.5227686703096539, -0.012750455373406194, -0.7449908925318761, -0.01092896174863388, -0.8852459016393442, -0.00546448087431694, -1.0, 0.09836065573770492, -0.48633879781420764, 0.12750455373406194, -0.6958105646630237, 0.151183970856102, -0.825136612021858, 0.17304189435336975, -0.9344262295081968, 0.20036429872495445, -0.4080145719489982, 0.2786885245901639, -0.5373406193078324, 0.33515482695810567, -0.6193078324225865, 0.38979963570127507, -0.692167577413479]",0
2023-07-30 14:55:39.007839,"[0.0, 0.0, -0.15055762081784388, -0.10594795539033457, -0.241635687732342, -0.3159851301115242, -0.28066914498141265, -0.483271375464684, -0.34386617100371747, -0.5966542750929368, -0.07434944237918216, -0.516728624535316, -0.10966542750929369, -0.7193308550185874, -0.120817843866171, -0.845724907063197, -0.12267657992565056, -0.9516728624535316, 0.05204460966542751, -0.516728624535316, 0.08736059479553904, -0.7472118959107806, 0.1171003717472119, -0.8921933085501859, 0.14684014869888476, -1.0, 0.15985130111524162, -0.4591078066914498, 0.22490706319702602, -0.6579925650557621, 0.2732342007434944, -0.7806691449814126, 0.31970260223048325, -0.879182156133829, 0.2527881040892193, -0.3587360594795539, 0.34572490706319703, -0.45539033457249073, 0.3996282527881041, -0.5074349442379182, 0.44423791821561337, -0.5520446096654275]",0
2023-07-30 14:55:39.074565,"[0.0, 0.0, -0.17016806722689076, -0.06302521008403361, -0.2542016806722689, -0.296218487394958, -0.27521008403361347, -0.4810924369747899, -0.3277310924369748, -0.6197478991596639, -0.07142857142857142, -0.5063025210084033, -0.07773109243697479, -0.7289915966386554, -0.06092436974789916, -0.8634453781512605, -0.037815126050420166, -0.9810924369747899, 0.07142857142857142, -0.49159663865546216, 0.12184873949579832, -0.7310924369747899, 0.1722689075630252, -0.8802521008403361, 0.22268907563025211, -1.0, 0.18907563025210083, -0.42016806722689076, 0.2689075630252101, -0.6050420168067226, 0.3277310924369748, -0.7058823529411765, 0.37815126050420167, -0.7899159663865546, 0.29411764705882354, -0.3130252100840336, 0.36554621848739494, -0.4579831932773109, 0.4054621848739496, -0.5462184873949579, 0.4369747899159664, -0.6260504201680672]",0
2023-07-30 14:55:39.941884,"[0.0, 0.0, 0.14676616915422885, -0.2064676616915423, 0.10945273631840796, -0.4651741293532338, 0.0, -0.6716417910447762, -0.05721393034825871, -0.8159203980099502, -0.1791044776119403, -0.5472636815920398, -0.3756218905472637, -0.8283582089552238, -0.5024875621890548, -0.9477611940298507, -0.5945273631840796, -1.0, -0.3706467661691542, -0.43283582089552236, -0.6218905472636815, -0.6965174129353234, -0.763681592039801, -0.8059701492537313, -0.8482587064676617, -0.8507462686567164, -0.4900497512437811, -0.291044776119403, -0.7139303482587065, -0.48009950248756217, -0.8482587064676617, -0.5845771144278606, -0.9353233830845771, -0.6417910447761194, -0.5447761194029851, -0.1417910447761194, -0.6741293532338308, -0.24378109452736318, -0.746268656716418, -0.29850746268656714, -0.7835820895522388, -0.3333333333333333]",2
2023-07-30 14:55:40.007914,"[0.0, 0.0, 0.1400437636761488, -0.20787746170678337, 0.14660831509846828, -0.4179431072210066, 0.08533916849015317, -0.5864332603938731, 0.037199124726477024, -0.6958424507658644, -0.10065645514223195, -0.5492341356673961, -0.23413566739606126, -0.787746170678337, -0.3304157549234136, -0.9168490153172867, -0.4048140043763676, -1.0, -0.2647702407002188, -0.49015317286652077, -0.4682713347921225, -0.7308533916849015, -0.6083150984682714, -0.8424507658643327, -0.7133479212253829, -0.9102844638949672, -0.3982494529540481, -0.3916849015317287, -0.612691466083151, -0.5864332603938731, -0.7571115973741794, -0.6739606126914661, -0.8643326039387309, -0.7264770240700219, -0.4814004376367615, -0.2603938730853392, -0.6608315098468271, -0.3282275711159737, -0.7833698030634574, -0.3610503282275711, -0.8730853391684902, -0.387308533916849]",2
2023-07-30 14:55:40.074780,"[0.0, 0.0, 0.10993657505285412, -0.19873150105708245, 0.10993657505285412, -0.4059196617336152, 0.07399577167019028, -0.5750528541226215, 0.06553911205073996, -0.6913319238900634, -0.10782241014799154, -0.5433403805496829, -0.18816067653276955, -0.7716701902748414, -0.2558139534883721, -0.9069767441860465, -0.3107822410147992, -1.0, -0.24947145877378435, -0.507399577167019, -0.41226215644820297, -0.7526427061310782, -0.5200845665961945, -0.8752642706131079, -0.6088794926004228, -0.9556025369978859, -0.3657505285412262, -0.4312896405919662, -0.5581395348837209, -0.6405919661733616, -0.678646934460888, -0.7399577167019028, -0.7674418604651163, -0.8033826638477801, -0.4376321353065539, -0.32346723044397463, -0.6194503171247357, -0.3974630021141649, -0.7378435517970402, -0.4312896405919662, -0.8329809725158562, -0.45665961945031713]",2
2023-07-30 14:55:40.141636,"[0.0, 0.0, 0.10359408033826638, -0.17124735729386892, 0.13953488372093023, -0.35517970401691334, 0.12684989429175475, -0.5116279069767442, 0.12473572938689217, -0.6342494714587738, -0.06553911205073996, -0.53276955602537, -0.11416490486257928, -0.7610993657505285, -0.1649048625792812, -0.9006342494714588, -0.21141649048625794, -1.0, -0.2029598308668076, -0.5200845665961945, -0.32346723044397463, -0.7674418604651163, -0.4164904862579281, -0.8964059196617337, -0.5031712473572939, -0.9873150105708245, -0.3128964059196617, -0.45454545454545453, -0.46723044397463004, -0.6723044397463002, -0.5750528541226215, -0.7822410147991543, -0.6638477801268499, -0.8562367864693446, -0.3953488372093023, -0.3488372093023256, -0.5665961945031712, -0.4397463002114165, -0.6828752642706131, -0.48414376321353064, -0.7801268498942917, -0.5116279069767442]",2
2023-07-30 14:55:40.207749,"[0.0, 0.0, 0.13829787234042554, -0.1574468085106383, 0.18936170212765957, -0.34893617021276596, 0.18085106382978725, -0.5127659574468085, 0.15531914893617021, -0.6361702127659574, -0.029787234042553193, -0.5234042553191489, -0.07021276595744681, -0.7574468085106383, -0.1, -0.8851063829787233, -0.14042553191489363, -0.9829787234042553, -0.17446808510638298, -0.5148936170212766, -0.27872340425531916, -0.7702127659574468, -0.3574468085106383, -0.9085106382978724, -0.4297872340425532, -1.0, -0.28936170212765955, -0.451063829787234, -0.4276595744680851, -0.6787234042553192, -0.5276595744680851, -0.8042553191489362, -0.6106382978723405, -0.8872340425531915, -0.37446808510638296, -0.3446808510638298, -0.5404255319148936, -0.46382978723404256, -0.6617021276595745, -0.5191489361702127, -0.7659574468085106, -0.5553191489361702]",2
2023-07-30 14:55:40.274543,"[0.0, 0.0, 0.1292372881355932, -0.1483050847457627, 0.1694915254237288, -0.3050847457627119, 0.163135593220339, -0.4555084745762712, 0.17372881355932204, -0.5699152542372882, 0.02754237288135593, -0.4745762711864407, 0.00211864406779661, -0.7033898305084746, -0.03177966101694915, -0.8389830508474576, -0.06779661016949153, -0.9364406779661016, -0.11016949152542373, -0.4788135593220339, -0.19491525423728814, -0.7415254237288136, -0.2733050847457627, -0.8940677966101694, -0.3411016949152542, -1.0, -0.23516949152542374, -0.423728813559322, -0.3538135593220339, -0.6652542372881356, -0.4449152542372881, -0.8008474576271186, -0.5190677966101694, -0.8983050847457628, -0.3347457627118644, -0.3283898305084746, -0.4915254237288136, -0.4491525423728814, -0.597457627118644, -0.5190677966101694, -0.6885593220338984, -0.5741525423728814]",2
2023-07-30 14:55:40.340999,"[0.0, 0.0, 0.17752808988764046, -0.12134831460674157, 0.23146067415730337, -0.2808988764044944, 0.20224719101123595, -0.41797752808988764, 0.2, -0.5168539325842697, 0.056179775280898875, -0.4584269662921348, 0.038202247191011236, -0.6898876404494382, 0.015730337078651686, -0.8292134831460675, -0.008988764044943821, -0.9303370786516854, -0.08764044943820225, -0.46292134831460674, -0.14157303370786517, -0.7303370786516854, -0.20224719101123595, -0.8876404494382022, -0.25617977528089886, -1.0, -0.21123595505617979, -0.4134831460674157, -0.30112359550561796, -0.6629213483146067, -0.38202247191011235, -0.8134831460674158, -0.4449438202247191, -0.9213483146067416, -0.31235955056179776, -0.31910112359550563, -0.47191011235955055, -0.45393258426966293, -0.5797752808988764, -0.5303370786516854, -0.6674157303370787, -0.6]",2
2023-07-30 14:55:40.407747,"[0.0, 0.0, 0.13179916317991633, -0.1108786610878661, 0.18828451882845187, -0.26569037656903766, 0.19456066945606695, -0.4100418410041841, 0.21548117154811716, -0.5104602510460251, 0.1108786610878661, -0.4393305439330544, 0.10251046025104603, -0.6799163179916318, 0.08368200836820083, -0.8305439330543933, 0.06694560669456066, -0.9351464435146444, -0.006276150627615063, -0.45188284518828453, -0.05230125523012552, -0.7238493723849372, -0.10251046025104603, -0.8849372384937239, -0.14435146443514643, -1.0, -0.12343096234309624, -0.41841004184100417, -0.19665271966527198, -0.6694560669456067, -0.2615062761506276, -0.8263598326359832, -0.3117154811715481, -0.9393305439330544, -0.2384937238493724, -0.3493723849372385, -0.37447698744769875, -0.5, -0.4665271966527197, -0.5941422594142259, -0.5439330543933054, -0.6736401673640168]",2
2023-07-30 14:55:40.539342,"[0.0, 0.0, 0.07804878048780488, -0.24390243902439024, 0.00975609756097561, -0.47317073170731705, -0.11219512195121951, -0.6414634146341464, -0.24878048780487805, -0.751219512195122, 0.0951219512195122, -0.5341463414634147, -0.07073170731707316, -0.848780487804878, -0.23902439024390243, -0.9658536585365853, -0.375609756097561, -1.0, 0.007317073170731708, -0.4195121951219512, -0.12682926829268293, -0.7414634146341463, -0.3097560975609756, -0.8878048780487805, -0.44634146341463415, -0.948780487804878, -0.12439024390243902, -0.2804878048780488, -0.2780487804878049, -0.5317073170731708, -0.4634146341463415, -0.6073170731707317, -0.5780487804878048, -0.6390243902439025, -0.275609756097561, -0.13414634146341464, -0.44146341463414634, -0.32682926829268294, -0.551219512195122, -0.3975609756097561, -0.624390243902439, -0.45365853658536587]",2
2023-07-30 15:21:26.831408,"[0.0, 0.0, -0.21224489795918366, 0.00816326530612245, -0.37142857142857144, -0.07346938775510205, -0.49795918367346936, -0.18775510204081633, -0.6285714285714286, -0.27346938775510204, -0.2612244897959184, -0.3551020408163265, -0.3673469387755102, -0.5836734693877551, -0.4326530612244898, -0.7306122448979592, -0.47346938775510206, -0.8489795918367347, -0.12244897959183673, -0.4204081632653061, -0.18775510204081633, -0.6857142857142857, -0.23265306122448978, -0.8612244897959184, -0.2530612244897959, -1.0, -0.012244897959183673, -0.4448979591836735, -0.061224489795918366, -0.6857142857142857, -0.09387755102040816, -0.8489795918367347, -0.11836734693877551, -0.9673469387755103, 0.07346938775510205, -0.4448979591836735, 0.04897959183673469, -0.6448979591836734, 0.024489795918367346, -0.7755102040816326, -0.004081632653061225, -0.8816326530612245]",0
2023-07-30 15:21:26.930004,"[0.0, 0.0, -0.21115537848605578, 0.00398406374501992, -0.36254980079681276, -0.099601593625498, -0.47410358565737054, -0.21912350597609562, -0.6055776892430279, -0.2868525896414343, -0.24701195219123506, -0.40239043824701193, -0.3426294820717131, -0.601593625498008, -0.40239043824701193, -0.7370517928286853, -0.44621513944223107, -0.852589641434263, -0.11553784860557768, -0.4541832669322709, -0.17131474103585656, -0.701195219123506, -0.199203187250996, -0.8645418326693227, -0.21912350597609562, -1.0, 0.0199203187250996, -0.450199203187251, -0.0199203187250996, -0.6812749003984063, -0.05179282868525897, -0.8286852589641435, -0.07171314741035857, -0.9482071713147411, 0.1593625498007968, -0.4103585657370518, 0.20717131474103587, -0.5936254980079682, 0.24302788844621515, -0.7171314741035857, 0.26693227091633465, -0.8286852589641435]",0
2023-07-30 15:21:26.998157,"[0.0, 0.0, -0.20077220077220076, -0.003861003861003861, -0.36293436293436293, -0.11196911196911197, -0.47876447876447875, -0.2277992277992278, -0.6061776061776062, -0.28957528957528955, -0.2702702702702703, -0.416988416988417, -0.3590733590733591, -0.61003861003861, -0.42084942084942084, -0.7413127413127413, -0.4671814671814672, -0.8494208494208494, -0.14285714285714285, -0.47104247104247104, -0.1969111969111969, -0.7104247104247104, -0.22393822393822393, -0.8687258687258688, -0.2471042471042471, -1.0, -0.011583011583011582, -0.47104247104247104, -0.05019305019305019, -0.7027027027027027, -0.08108108108108109, -0.8455598455598455, -0.10038610038610038, -0.9575289575289575, 0.13127413127413126, -0.43243243243243246, 0.17374517374517376, -0.6138996138996139, 0.2084942084942085, -0.7297297297297297, 0.23552123552123552, -0.833976833976834]",0
2023-07-30 15:21:27.060976,"[0.0, 0.0, -0.19767441860465115, -0.003875968992248062, -0.35658914728682173, -0.11627906976744186, -0.4728682170542636, -0.22868217054263565, -0.6046511627906976, -0.2868217054263566, -0.2558139534883721, -0.41472868217054265, -0.3488372093023256, -0.6124031007751938, -0.4108527131782946, -0.7441860465116279, -0.46511627906976744, -0.8565891472868217, -0.12790697674418605, -0.46511627906976744, -0.1821705426356589, -0.7015503875968992, -0.21705426356589147, -0.8643410852713178, -0.2441860465116279, -1.0, 0.003875968992248062, -0.46511627906976744, -0.027131782945736434, -0.689922480620155, -0.05813953488372093, -0.8372093023255814, -0.08139534883720931, -0.9573643410852714, 0.1434108527131783, -0.4263565891472868, 0.18992248062015504, -0.6162790697674418, 0.22093023255813954, -0.7364341085271318, 0.2441860465116279, -0.8372093023255814]",0
2023-07-30 15:21:27.126299,"[0.0, 0.0, -0.19318181818181818, -0.003787878787878788, -0.35984848484848486, -0.12121212121212122, -0.4810606060606061, -0.23106060606060605, -0.6136363636363636, -0.2727272727272727, -0.2727272727272727, -0.4128787878787879, -0.35984848484848486, -0.6060606060606061, -0.42424242424242425, -0.7348484848484849, -0.4772727272727273, -0.8446969696969697, -0.14772727272727273, -0.4621212121212121, -0.20454545454545456, -0.7007575757575758, -0.23863636363636365, -0.8636363636363636, -0.2689393939393939, -1.0, -0.01893939393939394, -0.4583333333333333, -0.056818181818181816, -0.6856060606060606, -0.08712121212121213, -0.8333333333333334, -0.10984848484848485, -0.9583333333333334, 0.11363636363636363, -0.42045454545454547, 0.16287878787878787, -0.6060606060606061, 0.19696969696969696, -0.7272727272727273, 0.22348484848484848, -0.8333333333333334]",0
